DELTA Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
605,-29.2564,-16.2312,23.6416,-2.4513,0.0,-45.4876,21.1903,-24.2973
606,-33.6123,-14.1411,24.8115,-2.4051,0.0,-47.7534,22.4064,-25.347
607,-30.8764,-20.9428,25.8705,-2.4779,0.0,-51.8192,23.3926,-28.4266
608,-34.0753,-19.7094,28.9778,-2.3439,0.0,-53.7847,26.6339,-27.1508
609,-36.8678,-16.7476,24.4828,-2.5049,0.0,-53.6154,21.9779,-31.6375
610,-34.3677,-19.7829,25.7982,-2.4206,0.0,-54.1506,23.3776,-30.773
611,-35.5159,-17.6131,24.7347,-2.4713,0.0,-53.129,22.2634,-30.8656
612,-38.4998,-17.4362,24.8799,-2.4161,0.0,-55.936,22.4638,-33.4722
613,-36.9081,-15.3863,27.8328,-2.5407,0.0,-52.2944,25.2921,-27.0023
614,-36.49,-16.5874,24.9176,-2.5184,0.0,-53.0774,22.3992,-30.6782
615,-36.5777,-13.2492,25.5984,-2.4765,0.0,-49.8269,23.1219,-26.705
616,-33.5399,-17.7829,25.1953,-2.5266,0.0,-51.3228,22.6687,-28.6541
617,-38.2575,-14.1888,26.4468,-2.6041,0.0,-52.4463,23.8427,-28.6036
618,-34.7715,-14.5287,25.7001,-2.5038,0.0,-49.3002,23.1963,-26.1039
619,-40.4433,-15.616,26.5121,-2.3855,0.0,-56.0593,24.1266,-31.9327
620,-37.076,-17.9462,26.5157,-2.5119,0.0,-55.0222,24.0038,-31.0184
621,-40.8486,-11.9145,25.5184,-2.6278,0.0,-52.7631,22.8906,-29.8725
622,-37.5479,-7.6887,21.9463,-2.5102,0.0,-45.2366,19.4361,-25.8005
623,-40.3436,-8.6757,23.0385,-2.5848,0.0,-49.0193,20.4537,-28.5656
624,-39.8616,-11.8596,24.1367,-2.5806,0.0,-51.7212,21.5561,-30.1651
625,-38.7053,-12.6598,22.0619,-2.4823,0.0,-51.3651,19.5796,-31.7855
626,-41.2614,-8.2566,22.2357,-2.5252,0.0,-49.518,19.7105,-29.8075
627,-40.1718,-14.8693,25.2264,-2.571,0.0,-55.0411,22.6554,-32.3857
628,-37.4643,-14.7649,25.2419,-2.5582,0.0,-52.2292,22.6837,-29.5455
629,-41.6113,-16.299,26.4119,-2.5872,0.0,-57.9103,23.8247,-34.0856
630,-34.3439,-19.6589,28.3448,-2.6661,0.0,-54.0028,25.6787,-28.3241
631,-34.2627,-16.0105,26.1098,-2.5876,0.0,-50.2732,23.5222,-26.751
632,-40.2062,-14.4838,26.2252,-2.5664,0.0,-54.69,23.6588,-31.0312
633,-38.4616,-16.6254,25.2774,-2.6256,0.0,-55.087,22.6518,-32.4352
634,-36.3955,-19.6052,25.963,-2.4253,0.0,-56.0007,23.5377,-32.463
635,-38.8638,-14.1049,24.096,-2.4521,0.0,-52.9687,21.6439,-31.3248
636,-38.5544,-14.7655,27.0285,-2.6361,0.0,-53.3199,24.3924,-28.9275
637,-37.5423,-15.512,24.3774,-2.4616,0.0,-53.0543,21.9158,-31.1385
638,-37.4881,-18.0992,25.4286,-2.5241,0.0,-55.5873,22.9045,-32.6828
639,-36.4831,-19.5069,26.9291,-2.5889,0.0,-55.99,24.3402,-31.6498
640,-37.7811,-12.5617,25.6582,-2.7207,0.0,-50.3428,22.9375,-27.4053
641,-36.4724,-14.6159,25.4898,-2.5329,0.0,-51.0883,22.9569,-28.1314
642,-38.0501,-13.2869,25.2291,-2.5659,0.0,-51.337,22.6632,-28.6738
643,-38.5516,-13.4366,24.8743,-2.5163,0.0,-51.9882,22.358,-29.6302
644,-36.4724,-16.6506,24.4087,-2.5849,0.0,-53.123,21.8238,-31.2992
645,-35.9501,-12.347,23.0515,-2.5289,0.0,-48.2971,20.5226,-27.7745
646,-36.6688,-14.8925,25.0649,-2.6042,0.0,-51.5613,22.4607,-29.1006
647,-37.7031,-16.9972,26.8383,-2.5396,0.0,-54.7003,24.2987,-30.4016
648,-31.8601,-17.6709,24.9737,-2.5234,0.0,-49.531,22.4503,-27.0807
649,-38.2873,-15.9,24.7068,-2.5142,0.0,-54.1873,22.1926,-31.9947
650,-35.8589,-17.7632,25.6781,-2.4833,0.0,-53.6221,23.1948,-30.4273
651,-35.2427,-12.4392,22.9674,-2.4177,0.0,-47.6819,20.5497,-27.1322
652,-37.4151,-13.6926,24.0828,-2.4623,0.0,-51.1077,21.6205,-29.4872
653,-33.1594,-12.728,24.7303,-2.5072,0.0,-45.8874,22.2231,-23.6643
654,-37.6519,-13.878,24.0828,-2.5043,0.0,-51.5299,21.5785,-29.9514
655,-36.3827,-14.8352,20.8867,-2.4072,0.0,-51.2179,18.4795,-32.7384
656,-37.7736,-14.9454,22.6689,-2.4676,0.0,-52.719,20.2013,-32.5177
657,-36.9356,-14.5258,20.4052,-2.4482,0.0,-51.4614,17.957,-33.5044
658,-37.7324,-11.8405,22.793,-2.4777,0.0,-49.5729,20.3153,-29.2576
659,-37.4833,-14.2874,23.4518,-2.422,0.0,-51.7707,21.0298,-30.7409
660,-36.5985,-17.3213,23.0971,-2.4647,0.0,-53.9198,20.6324,-33.2874
661,-39.8395,-14.2574,22.9288,-2.4111,0.0,-54.0969,20.5177,-33.5792
662,-39.958,-18.0857,26.2402,-2.4695,0.0,-58.0437,23.7707,-34.273
663,-37.5405,-12.6654,23.9805,-2.5353,0.0,-50.2059,21.4452,-28.7607
664,-36.0661,-14.9263,24.4582,-2.6025,0.0,-50.9924,21.8557,-29.1367
665,-39.8266,-15.7929,24.7011,-2.5314,0.0,-55.6195,22.1697,-33.4498
666,-33.999,-17.9462,25.4272,-2.5292,0.0,-51.9452,22.898,-29.0472
667,-40.4518,-14.3145,26.2145,-2.5475,0.0,-54.7663,23.667,-31.0993
668,-35.2627,-15.7107,25.6767,-2.5647,0.0,-50.9734,23.112,-27.8614
669,-34.1483,-17.1623,25.3792,-2.4107,0.0,-51.3106,22.9685,-28.3421
670,-35.8007,-15.1601,24.1656,-2.4977,0.0,-50.9608,21.6679,-29.2929
671,-35.9084,-15.3339,22.7466,-2.5249,0.0,-51.2423,20.2217,-31.0206
672,-33.1326,-18.7707,24.4336,-2.5333,0.0,-51.9033,21.9003,-30.003
673,-37.5377,-11.8992,23.1488,-2.4093,0.0,-49.4369,20.7395,-28.6974
674,-40.8534,-12.4806,24.6854,-2.4471,0.0,-53.334,22.2383,-31.0957
675,-40.9351,-13.9581,23.916,-2.4819,0.0,-54.8932,21.4341,-33.4591
676,-35.7,-17.5495,22.948,-2.3981,0.0,-53.2495,20.5499,-32.6996
677,-34.9429,-13.8952,22.2073,-2.4175,0.0,-48.8381,19.7898,-29.0483
678,-37.0054,-16.1066,23.4489,-2.3682,0.0,-53.112,21.0807,-32.0313
679,-34.3517,-14.4674,23.7927,-2.4523,0.0,-48.8191,21.3404,-27.4787
680,-37.6256,-17.6221,24.9078,-2.4569,0.0,-55.2477,22.4509,-32.7968
681,-38.7221,-14.7979,25.7551,-2.4427,0.0,-53.52,23.3124,-30.2076
682,-37.4063,-17.7469,23.4243,-2.4131,0.0,-55.1532,21.0112,-34.142
683,-37.4351,-14.6673,23.2239,-2.5414,0.0,-52.1024,20.6825,-31.4199
684,-37.6726,-15.8519,23.536,-2.5227,0.0,-53.5245,21.0133,-32.5112
685,-35.0897,-17.1968,24.1393,-2.4524,0.0,-52.2865,21.6869,-30.5996
686,-37.3273,-12.9136,23.1392,-2.3877,0.0,-50.2409,20.7515,-29.4894
687,-32.6641,-18.0205,25.74,-2.5207,0.0,-50.6846,23.2193,-27.4653
688,-38.6978,-12.9923,23.612,-2.5184,0.0,-51.6901,21.0936,-30.5965
689,-36.6756,-13.1786,22.8078,-2.6002,0.0,-49.8542,20.2076,-29.6466
690,-36.8299,-12.2029,21.3977,-2.4935,0.0,-49.0328,18.9042,-30.1286
691,-34.2047,-15.4602,22.8548,-2.4086,0.0,-49.6649,20.4462,-29.2187
692,-38.1632,-12.7461,25.1815,-2.345,0.0,-50.9093,22.8365,-28.0728
693,-38.6619,-13.9585,22.0512,-2.4667,0.0,-52.6204,19.5845,-33.0359
694,-36.7226,-11.2435,23.2556,-2.4377,0.0,-47.9661,20.8179,-27.1482
695,-31.5705,-13.7164,22.075,-2.3886,0.0,-45.2869,19.6864,-25.6005
696,-38.8672,-10.8648,21.7714,-2.3982,0.0,-49.732,19.3732,-30.3588
697,-31.7474,-14.4601,21.8981,-2.3045,0.0,-46.2075,19.5936,-26.6139
698,-37.7681,-11.5363,21.8285,-2.488,0.0,-49.3044,19.3405,-29.9639
699,-30.3468,-17.5093,23.5661,-2.3563,0.0,-47.8561,21.2098,-26.6463
700,-34.8193,-17.3099,23.5619,-2.4614,0.0,-52.1292,21.1005,-31.0287
701,-38.7778,-9.6077,23.0093,-2.4922,0.0,-48.3855,20.5171,-27.8684
702,-36.2194,-13.9527,25.2415,-2.3722,0.0,-50.1721,22.8693,-27.3028
703,-38.3933,-11.8351,23.4753,-2.4496,0.0,-50.2284,21.0257,-29.2027
704,-35.5618,-13.7598,24.3368,-2.5457,0.0,-49.3216,21.7911,-27.5305
705,-33.1122,-15.796,26.7639,-2.3978,0.0,-48.9082,24.3661,-24.5421
706,-33.015,-16.3656,24.6398,-2.5377,0.0,-49.3806,22.1021,-27.2785
707,-36.5425,-16.3551,23.2062,-2.571,0.0,-52.8976,20.6352,-32.2624
708,-31.9198,-17.4296,26.4319,-2.5589,0.0,-49.3494,23.873,-25.4764
709,-36.9032,-13.8948,25.2054,-2.4702,0.0,-50.798,22.7352,-28.0628
710,-36.7324,-18.7952,23.047,-2.409,0.0,-55.5276,20.638,-34.8896
711,-36.1916,-14.5819,24.4762,-2.4599,0.0,-50.7735,22.0163,-28.7572
712,-37.8133,-16.0272,25.5456,-2.4909,0.0,-53.8405,23.0547,-30.7858
713,-36.4756,-16.8785,24.443,-2.4098,0.0,-53.3541,22.0332,-31.3209
714,-36.253,-17.6817,23.9754,-2.4213,0.0,-53.9347,21.5541,-32.3806
715,-36.6031,-12.8308,24.4326,-2.5114,0.0,-49.4339,21.9212,-27.5127
716,-37.9872,-11.7363,24.0365,-2.4498,0.0,-49.7235,21.5867,-28.1368
717,-37.0505,-13.2935,22.2887,-2.4272,0.0,-50.344,19.8615,-30.4825
718,-35.0878,-16.0675,25.5168,-2.5141,0.0,-51.1553,23.0027,-28.1526
719,-37.1753,-15.5627,24.7378,-2.4927,0.0,-52.738,22.2451,-30.4929
720,-36.0456,-13.6204,23.5468,-2.5802,0.0,-49.666,20.9666,-28.6994
721,-39.0361,-15.1685,23.0113,-2.4519,0.0,-54.2046,20.5594,-33.6452
722,-39.4009,-10.0,22.4446,-2.4841,0.0,-49.4009,19.9605,-29.4404
723,-38.7117,-14.8222,22.9987,-2.4703,0.0,-53.5339,20.5284,-33.0055
724,-39.9453,-12.9251,23.7267,-2.3959,0.0,-52.8704,21.3308,-31.5396
725,-37.8159,-16.2975,24.9388,-2.3779,0.0,-54.1134,22.5609,-31.5525
726,-43.0433,-10.4586,22.4311,-2.484,0.0,-53.5019,19.9471,-33.5548
727,-38.6391,-16.8922,25.1002,-2.4262,0.0,-55.5313,22.674,-32.8573
728,-36.9578,-15.6564,24.6012,-2.5886,0.0,-52.6142,22.0126,-30.6016
729,-39.5338,-13.5768,23.5467,-2.4006,0.0,-53.1106,21.1461,-31.9645
730,-36.6723,-11.9964,22.3138,-2.4003,0.0,-48.6687,19.9135,-28.7552
731,-33.6766,-16.0483,24.319,-2.4796,0.0,-49.7249,21.8394,-27.8855
732,-35.4303,-12.9345,23.0386,-2.3519,0.0,-48.3648,20.6867,-27.6781
733,-34.5112,-16.9575,23.7122,-2.3914,0.0,-51.4687,21.3208,-30.1479
734,-37.2218,-13.6771,23.5649,-2.4597,0.0,-50.8989,21.1052,-29.7937
735,-37.0201,-12.8349,25.9055,-2.4903,0.0,-49.855,23.4152,-26.4398
736,-37.7829,-14.0015,24.1853,-2.4249,0.0,-51.7844,21.7604,-30.024
737,-35.644,-19.8738,23.5837,-2.4459,0.0,-55.5178,21.1378,-34.38
738,-38.5484,-15.7639,24.4512,-2.4704,0.0,-54.3123,21.9808,-32.3315
739,-36.5312,-18.8755,24.3079,-2.364,0.0,-55.4067,21.9439,-33.4628
740,-40.7073,-14.9906,23.5438,-2.4508,0.0,-55.6979,21.093,-34.6049
741,-39.0164,-13.4378,23.3,-2.5305,0.0,-52.4542,20.7695,-31.6847
742,-36.8786,-14.8435,25.178,-2.587,0.0,-51.7221,22.591,-29.1311
743,-35.3794,-16.3638,26.1753,-2.5425,0.0,-51.7432,23.6328,-28.1104
744,-34.4132,-12.9637,22.4568,-2.4651,0.0,-47.3769,19.9917,-27.3852
745,-34.5236,-12.4539,23.4938,-2.4888,0.0,-46.9775,21.005,-25.9725
746,-37.2387,-17.5267,25.1181,-2.4862,0.0,-54.7654,22.6319,-32.1335
747,-39.2742,-15.3127,22.6438,-2.4537,0.0,-54.5869,20.1901,-34.3968
748,-35.2954,-15.455,25.8913,-2.4422,0.0,-50.7504,23.4491,-27.3013
749,-40.6483,-11.4239,21.7518,-2.4742,0.0,-52.0722,19.2776,-32.7946
750,-39.6113,-16.111,25.9246,-2.4864,0.0,-55.7223,23.4382,-32.2841
751,-36.9852,-11.5662,22.039,-2.5529,0.0,-48.5514,19.4861,-29.0653
752,-41.9068,-11.3745,23.2393,-2.5546,0.0,-53.2813,20.6847,-32.5966
753,-36.4294,-15.2849,26.6972,-2.4221,0.0,-51.7143,24.2751,-27.4392
754,-41.2791,-12.6377,24.5072,-2.4746,0.0,-53.9168,22.0326,-31.8842
755,-38.1475,-11.4602,22.3953,-2.4691,0.0,-49.6077,19.9262,-29.6815
756,-40.0489,-15.1577,25.8785,-2.4778,0.0,-55.2066,23.4007,-31.8059
757,-36.0537,-14.9331,22.7755,-2.4013,0.0,-50.9868,20.3742,-30.6126
758,-40.3602,-11.8268,23.7529,-2.51,0.0,-52.187,21.2429,-30.9441
759,-34.9604,-12.6997,24.473,-2.4253,0.0,-47.6601,22.0477,-25.6124
760,-37.2913,-12.689,22.1134,-2.5105,0.0,-49.9803,19.6029,-30.3774
761,-38.1753,-12.4195,22.3837,-2.409,0.0,-50.5948,19.9747,-30.6201
762,-36.5256,-15.2536,22.9499,-2.3293,0.0,-51.7792,20.6206,-31.1586
763,-38.0874,-11.8678,22.2539,-2.4197,0.0,-49.9552,19.8342,-30.121
764,-35.8254,-13.8835,22.9281,-2.4516,0.0,-49.7089,20.4765,-29.2324
765,-40.3807,-14.2349,23.9725,-2.4797,0.0,-54.6156,21.4928,-33.1228
766,-37.6193,-11.2036,22.2263,-2.4366,0.0,-48.8229,19.7897,-29.0332
767,-38.725,-14.8629,23.1187,-2.4654,0.0,-53.5879,20.6533,-32.9346
768,-35.9867,-9.8856,21.8668,-2.4304,0.0,-45.8723,19.4364,-26.4359
769,-36.9544,-12.2149,22.6365,-2.351,0.0,-49.1693,20.2855,-28.8838
770,-36.3148,-14.6392,24.3724,-2.4441,0.0,-50.954,21.9283,-29.0257
771,-37.3179,-12.3617,21.5537,-2.3506,0.0,-49.6796,19.2031,-30.4765
772,-36.8582,-13.6223,24.0289,-2.3945,0.0,-50.4805,21.6344,-28.8461
773,-38.2619,-13.3449,23.198,-2.3817,0.0,-51.6068,20.8163,-30.7905
774,-37.1378,-10.4382,22.1819,-2.4395,0.0,-47.576,19.7424,-27.8336
775,-35.7205,-16.2863,23.6106,-2.3762,0.0,-52.0068,21.2344,-30.7724
776,-35.7028,-12.0462,22.2206,-2.3131,0.0,-47.749,19.9075,-27.8415
777,-36.2792,-13.3654,21.9045,-2.4098,0.0,-49.6446,19.4947,-30.1499
778,-36.9329,-15.6207,24.0421,-2.4448,0.0,-52.5536,21.5973,-30.9563
779,-34.8802,-12.613,21.2602,-2.4594,0.0,-47.4932,18.8008,-28.6924
780,-35.8488,-16.7976,23.3799,-2.3494,0.0,-52.6464,21.0305,-31.6159
781,-38.6676,-16.1947,24.8342,-2.4607,0.0,-54.8623,22.3735,-32.4888
782,-32.4894,-13.4781,23.2052,-2.3895,0.0,-45.9675,20.8157,-25.1518
783,-34.2249,-13.7425,23.7531,-2.4789,0.0,-47.9674,21.2742,-26.6932
784,-34.3152,-14.387,24.28,-2.3451,0.0,-48.7022,21.9349,-26.7673
785,-35.7994,-13.4089,23.2662,-2.3984,0.0,-49.2083,20.8678,-28.3405
786,-32.8356,-15.3619,26.5431,-2.3271,0.0,-48.1975,24.216,-23.9815
787,-30.3642,-14.5275,21.5387,-2.2883,0.0,-44.8917,19.2504,-25.6413
788,-37.1756,-10.5618,24.5588,-2.361,0.0,-47.7374,22.1978,-25.5396
789,-35.2701,-12.7616,20.8745,-2.4766,0.0,-48.0317,18.3979,-29.6338
790,-34.6611,-15.9221,23.0319,-2.3901,0.0,-50.5832,20.6418,-29.9414
791,-35.9516,-16.2229,22.8374,-2.3701,0.0,-52.1745,20.4673,-31.7072
792,-35.187,-14.2433,24.2701,-2.4593,0.0,-49.4303,21.8108,-27.6195
793,-38.2185,-17.3495,24.9467,-2.4067,0.0,-55.568,22.54,-33.028
794,-32.9418,-12.2256,25.5351,-2.4284,0.0,-45.1674,23.1067,-22.0607
795,-35.5249,-13.2715,22.1243,-2.3901,0.0,-48.7964,19.7342,-29.0622
796,-37.217,-14.8206,23.9547,-2.3363,0.0,-52.0376,21.6184,-30.4192
797,-32.4775,-16.9066,22.0631,-2.3326,0.0,-49.3841,19.7305,-29.6536
798,-36.807,-14.6776,23.8699,-2.3624,0.0,-51.4846,21.5075,-29.9771
799,-34.3469,-12.0328,24.0704,-2.359,0.0,-46.3797,21.7114,-24.6683
800,-37.3799,-13.6708,24.4988,-2.3847,0.0,-51.0507,22.1141,-28.9366
801,-36.9611,-13.5892,22.4105,-2.3844,0.0,-50.5503,20.0261,-30.5242
802,-37.7126,-14.3328,23.7283,-2.4756,0.0,-52.0454,21.2527,-30.7927
803,-35.6716,-14.3905,24.9873,-2.4093,0.0,-50.0621,22.578,-27.4841
804,-34.344,-15.6737,25.358,-2.484,0.0,-50.0177,22.874,-27.1437
805,-36.3842,-13.5343,23.1636,-2.4051,0.0,-49.9185,20.7585,-29.16
806,-37.5352,-11.7383,23.7537,-2.46,0.0,-49.2735,21.2937,-27.9798
807,-34.9599,-17.7587,25.8238,-2.3725,0.0,-52.7186,23.4513,-29.2673
808,-34.4284,-15.6307,23.6601,-2.2273,0.0,-50.0591,21.4328,-28.6263
809,-38.13,-11.7234,25.7553,-2.5795,0.0,-49.8534,23.1758,-26.6776
810,-36.9227,-15.0069,24.2691,-2.4608,0.0,-51.9296,21.8083,-30.1213
811,-36.9152,-14.0032,24.0434,-2.4766,0.0,-50.9184,21.5668,-29.3516
812,-37.8815,-12.7198,24.8803,-2.4994,0.0,-50.6013,22.3809,-28.2204
813,-35.3875,-15.9417,23.8783,-2.431,0.0,-51.3292,21.4473,-29.8819
814,-37.5964,-15.9435,22.796,-2.3827,0.0,-53.5399,20.4133,-33.1266
815,-41.2539,-13.7257,25.1382,-2.5442,0.0,-54.9796,22.594,-32.3856
816,-40.2316,-15.9609,25.6394,-2.4916,0.0,-56.1925,23.1478,-33.0447
817,-38.9947,-13.1326,24.1876,-2.549,0.0,-52.1273,21.6386,-30.4887
818,-39.8832,-15.6995,24.6007,-2.5299,0.0,-55.5827,22.0708,-33.5119
819,-41.5882,-14.9669,27.316,-2.452,0.0,-56.5551,24.864,-31.6911
820,-31.1095,-19.1784,26.0647,-2.5038,0.0,-50.2879,23.5609,-26.727
821,-41.0005,-12.1092,24.2416,-2.4466,0.0,-53.1097,21.795,-31.3147
822,-39.6953,-12.484,21.7717,-2.4253,0.0,-52.1793,19.3464,-32.8329
823,-36.7607,-14.1022,22.1496,-2.4852,0.0,-50.8629,19.6644,-31.1985
824,-39.3223,-14.5491,21.7901,-2.4266,0.0,-53.8714,19.3635,-34.5079
825,-39.0476,-16.3592,23.6636,-2.5159,0.0,-55.4068,21.1477,-34.2591
826,-40.1041,-11.0811,21.7626,-2.4294,0.0,-51.1852,19.3332,-31.852
827,-40.4,-15.9939,25.6878,-2.5312,0.0,-56.3939,23.1566,-33.2373
828,-37.661,-13.9389,23.4463,-2.5572,0.0,-51.5999,20.8891,-30.7108
829,-38.925,-13.7388,21.417,-2.4394,0.0,-52.6638,18.9776,-33.6862
830,-39.286,-14.1459,21.95,-2.512,0.0,-53.4319,19.438,-33.9939
831,-38.0304,-18.037,25.0453,-2.4912,0.0,-56.0674,22.5541,-33.5133
832,-37.8482,-12.5274,21.3796,-2.4707,0.0,-50.3756,18.9089,-31.4667
833,-38.102,-17.2952,26.5267,-2.4135,0.0,-55.3972,24.1132,-31.284
834,-35.5106,-17.1492,25.3508,-2.5649,0.0,-52.6598,22.7859,-29.8739
835,-35.7833,-17.3793,25.0338,-2.4912,0.0,-53.1626,22.5426,-30.62
836,-36.4109,-14.6453,23.6616,-2.4437,0.0,-51.0562,21.2179,-29.8383
837,-39.6124,-16.9401,22.3867,-2.4186,0.0,-56.5525,19.9681,-36.5844
838,-34.9535,-17.8375,23.5294,-2.4342,0.0,-52.791,21.0952,-31.6958
839,-35.669,-16.6207,24.4907,-2.522,0.0,-52.2897,21.9687,-30.321
840,-37.2487,-12.8849,24.1471,-2.5088,0.0,-50.1336,21.6383,-28.4953
841,-34.4053,-16.0607,22.4164,-2.4701,0.0,-50.466,19.9463,-30.5197
842,-33.141,-18.0888,23.9355,-2.54,0.0,-51.2298,21.3955,-29.8343
843,-36.6833,-16.1445,25.5175,-2.513,0.0,-52.8278,23.0045,-29.8233
844,-36.7327,-15.1684,22.1147,-2.5088,0.0,-51.9011,19.6059,-32.2952
845,-36.1864,-15.1978,23.6019,-2.5222,0.0,-51.3842,21.0797,-30.3045
846,-37.6954,-16.4783,26.1329,-2.4428,0.0,-54.1737,23.6901,-30.4836
847,-36.5265,-16.0142,25.6426,-2.4485,0.0,-52.5407,23.1941,-29.3466
848,-33.7641,-14.4258,24.4099,-2.3993,0.0,-48.1899,22.0106,-26.1793
849,-37.0784,-13.8587,22.8756,-2.3741,0.0,-50.9371,20.5015,-30.4356
850,-35.149,-15.5753,22.5844,-2.3208,0.0,-50.7243,20.2636,-30.4607
851,-38.3134,-15.7658,21.443,-2.4056,0.0,-54.0792,19.0374,-35.0418
852,-39.0643,-12.383,22.4216,-2.478,0.0,-51.4473,19.9436,-31.5037
853,-35.9096,-14.1531,21.6029,-2.4132,0.0,-50.0627,19.1897,-30.873
854,-36.9705,-15.2605,23.2675,-2.3965,0.0,-52.231,20.871,-31.36
855,-38.4316,-13.8138,21.921,-2.4658,0.0,-52.2454,19.4552,-32.7902
856,-34.8839,-13.7361,24.2453,-2.3839,0.0,-48.62,21.8614,-26.7586
857,-35.1765,-16.0607,22.8683,-2.4269,0.0,-51.2372,20.4414,-30.7958
858,-36.406,-15.2277,25.1539,-2.465,0.0,-51.6337,22.6889,-28.9448
859,-36.7961,-14.5857,23.7286,-2.4782,0.0,-51.3818,21.2504,-30.1314
860,-38.188,-15.7952,23.6901,-2.4591,0.0,-53.9832,21.231,-32.7522
861,-36.8394,-15.4089,23.3369,-2.3946,0.0,-52.2483,20.9423,-31.306
862,-34.4461,-17.6243,24.8293,-2.4555,0.0,-52.0704,22.3738,-29.6966
863,-36.3549,-11.8234,23.7263,-2.4318,0.0,-48.1783,21.2945,-26.8838
864,-37.6408,-13.0635,21.855,-2.3898,0.0,-50.7043,19.4652,-31.2391
865,-37.2853,-15.5667,23.8502,-2.4161,0.0,-52.852,21.4341,-31.4179
866,-34.9644,-18.1477,24.1143,-2.3812,0.0,-53.1121,21.7331,-31.379
867,-32.9455,-13.1602,23.0254,-2.4695,0.0,-46.1057,20.5559,-25.5498
868,-38.1416,-14.3778,23.6447,-2.5364,0.0,-52.5194,21.1083,-31.4111
869,-38.0089,-13.637,24.6498,-2.4123,0.0,-51.6459,22.2375,-29.4084
870,-35.8243,-17.9777,23.8138,-2.4318,0.0,-53.802,21.382,-32.42
871,-33.4977,-16.2964,21.9321,-2.401,0.0,-49.7941,19.5311,-30.263
872,-37.3033,-13.3516,24.4472,-2.5039,0.0,-50.6549,21.9433,-28.7116
873,-36.3256,-18.3821,24.2738,-2.3817,0.0,-54.7077,21.8921,-32.8156
874,-37.9751,-14.1624,25.1726,-2.4625,0.0,-52.1375,22.7101,-29.4274
875,-37.7388,-16.8745,24.9155,-2.3857,0.0,-54.6133,22.5298,-32.0835
876,-34.6962,-16.7057,22.2648,-2.4192,0.0,-51.4019,19.8456,-31.5563
877,-30.328,-18.9938,22.8379,-2.3852,0.0,-49.3218,20.4527,-28.8691
878,-37.3512,-19.488,22.9552,-2.4268,0.0,-56.8392,20.5284,-36.3108
879,-34.7657,-13.1402,22.5916,-2.4079,0.0,-47.9059,20.1837,-27.7222
880,-38.2834,-15.9953,22.7579,-2.4365,0.0,-54.2787,20.3214,-33.9573
881,-39.8787,-16.0765,24.9053,-2.4528,0.0,-55.9552,22.4525,-33.5027
882,-37.3563,-16.0013,24.0783,-2.4062,0.0,-53.3576,21.6721,-31.6855
883,-38.5268,-13.4574,21.5128,-2.405,0.0,-51.9842,19.1078,-32.8764
884,-36.6593,-16.9681,23.7203,-2.5257,0.0,-53.6274,21.1946,-32.4328
885,-33.7316,-18.6894,24.0596,-2.5006,0.0,-52.421,21.559,-30.862
886,-38.1421,-17.1423,25.372,-2.4616,0.0,-55.2844,22.9104,-32.374
887,-31.9422,-17.8236,24.9077,-2.4508,0.0,-49.7658,22.4569,-27.3089
888,-38.3888,-14.474,25.6205,-2.5181,0.0,-52.8628,23.1024,-29.7604
889,-36.9428,-13.5921,22.6981,-2.6278,0.0,-50.5349,20.0703,-30.4646
890,-37.5671,-17.1794,24.1613,-2.4586,0.0,-54.7465,21.7027,-33.0438
891,-32.0298,-20.3226,24.1917,-2.4487,0.0,-52.3524,21.743,-30.6094
892,-38.0488,-11.7672,23.1863,-2.5372,0.0,-49.816,20.6491,-29.1669
893,-32.1103,-13.7444,24.4182,-2.4778,0.0,-45.8547,21.9404,-23.9143
894,-37.5984,-15.2931,24.7634,-2.4339,0.0,-52.8915,22.3295,-30.562
895,-34.1801,-16.7569,26.4795,-2.4518,0.0,-50.937,24.0277,-26.9093
896,-33.6221,-19.4498,25.581,-2.4687,0.0,-53.0719,23.1123,-29.9596
897,-32.922,-17.7038,24.8284,-2.4975,0.0,-50.6258,22.3309,-28.2949
898,-34.0317,-17.6938,25.1936,-2.5146,0.0,-51.7255,22.679,-29.0465
899,-36.4832,-14.1774,23.8058,-2.5402,0.0,-50.6606,21.2656,-29.395
900,-33.7515,-20.7762,26.8323,-2.4896,0.0,-54.5277,24.3427,-30.185
901,-37.9814,-13.3588,27.6989,-2.5501,0.0,-51.3402,25.1488,-26.1914
902,-30.7276,-20.5669,28.3798,-2.5505,0.0,-51.2945,25.8293,-25.4652
903,-35.8055,-15.6628,27.9745,-2.4693,0.0,-51.4683,25.5052,-25.9631
904,-37.0613,-17.7509,27.4509,-2.3648,0.0,-54.8122,25.0861,-29.7261
905,-34.2548,-21.409,24.4875,-2.4198,0.0,-55.6638,22.0677,-33.5961
906,-32.4428,-19.7462,26.0319,-2.2893,0.0,-52.189,23.7426,-28.4464
907,-31.4368,-19.6079,26.3614,-2.5592,0.0,-51.0447,23.8022,-27.2425
908,-33.9657,-20.4721,26.5976,-2.2528,0.0,-54.4378,24.3448,-30.093
909,-38.3453,-15.8892,26.9775,-2.4959,0.0,-54.2345,24.4816,-29.7529
910,-39.7201,-16.1711,23.624,-2.4659,0.0,-55.8912,21.1581,-34.7331
