DELTA Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
1813,-38.6549,-12.5678,22.0424,-2.4399,0.0,-51.2227,19.6025,-31.6202
1814,-35.0925,-16.0321,23.841,-2.4598,0.0,-51.1246,21.3812,-29.7434
1815,-33.5718,-12.2977,22.7164,-2.4632,0.0,-45.8695,20.2532,-25.6163
1816,-37.337,-15.0402,25.1089,-2.5253,0.0,-52.3772,22.5836,-29.7936
1817,-37.5707,-8.5959,22.8248,-2.3065,0.0,-46.1666,20.5183,-25.6483
1818,-38.1169,-15.6585,25.7732,-2.5166,0.0,-53.7754,23.2566,-30.5188
1819,-36.4552,-17.3538,24.2588,-2.2288,0.0,-53.809,22.03,-31.779
1820,-33.7819,-17.369,26.415,-2.4304,0.0,-51.1509,23.9846,-27.1663
1821,-37.4089,-14.182,23.6123,-2.4171,0.0,-51.5909,21.1952,-30.3957
1822,-36.7143,-14.6241,24.4338,-2.4093,0.0,-51.3384,22.0245,-29.3139
1823,-36.9485,-15.4864,24.2235,-2.3289,0.0,-52.4349,21.8946,-30.5403
1824,-38.8845,-15.4804,24.1659,-2.5134,0.0,-54.3649,21.6525,-32.7124
1825,-30.3953,-17.8306,23.4786,-2.4499,0.0,-48.2259,21.0287,-27.1972
1826,-42.1974,-9.332,21.348,-2.4183,0.0,-51.5294,18.9297,-32.5997
1827,-36.4969,-13.8397,25.0986,-2.5623,0.0,-50.3366,22.5363,-27.8003
1828,-33.4126,-17.6013,24.7669,-2.5042,0.0,-51.0139,22.2627,-28.7512
1829,-32.6666,-18.3341,23.7255,-2.3904,0.0,-51.0007,21.3351,-29.6656
1830,-36.1339,-13.0182,24.5633,-2.4463,0.0,-49.1521,22.117,-27.0351
1831,-36.5532,-17.033,24.7019,-2.4489,0.0,-53.5862,22.253,-31.3332
1832,-37.1763,-14.7545,22.6671,-2.483,0.0,-51.9308,20.1841,-31.7467
1833,-37.7748,-15.0264,23.3688,-2.3476,0.0,-52.8012,21.0212,-31.78
1834,-34.0867,-15.7596,24.2847,-2.4114,0.0,-49.8463,21.8733,-27.973
1835,-35.5995,-12.3675,22.1972,-2.5213,0.0,-47.967,19.6759,-28.2911
1836,-36.9609,-14.4011,22.9547,-2.3921,0.0,-51.362,20.5626,-30.7994
1837,-38.7631,-13.8464,21.3747,-2.4529,0.0,-52.6095,18.9218,-33.6877
1838,-33.8082,-15.138,23.5059,-2.5619,0.0,-48.9462,20.944,-28.0022
1839,-36.4997,-17.2576,23.2479,-2.3118,0.0,-53.7573,20.9361,-32.8212
1840,-31.3532,-18.7074,24.795,-2.3096,0.0,-50.0606,22.4854,-27.5752
1841,-34.298,-18.6552,24.7419,-2.3869,0.0,-52.9532,22.355,-30.5982
1842,-35.0564,-17.9884,24.2304,-2.3699,0.0,-53.0448,21.8605,-31.1843
1843,-35.0108,-15.9954,22.7338,-2.3355,0.0,-51.0062,20.3983,-30.6079
1844,-36.5562,-14.6284,20.6647,-2.464,0.0,-51.1846,18.2007,-32.9839
1845,-35.9584,-14.6704,22.7344,-2.4767,0.0,-50.6288,20.2577,-30.3711
1846,-35.9331,-10.8218,23.3903,-2.4845,0.0,-46.7549,20.9058,-25.8491
1847,-36.6523,-16.3527,23.7441,-2.315,0.0,-53.005,21.4291,-31.5759
1848,-33.8732,-20.2836,24.6635,-2.3705,0.0,-54.1568,22.293,-31.8638
1849,-37.0529,-17.2733,22.6777,-2.357,0.0,-54.3262,20.3207,-34.0055
1850,-36.4647,-18.8756,23.7048,-2.3663,0.0,-55.3403,21.3385,-34.0018
1851,-36.5831,-15.1913,22.8377,-2.555,0.0,-51.7744,20.2827,-31.4917
1852,-35.0141,-16.8841,24.1981,-2.4419,0.0,-51.8982,21.7562,-30.142
1853,-32.4253,-16.3177,26.0103,-2.4425,0.0,-48.743,23.5678,-25.1752
1854,-35.7998,-16.9803,23.094,-2.4609,0.0,-52.7801,20.6331,-32.147
1855,-33.4598,-15.994,22.8508,-2.423,0.0,-49.4538,20.4278,-29.026
1856,-39.5531,-13.2888,22.5536,-2.4196,0.0,-52.8419,20.134,-32.7079
1857,-30.0759,-17.1183,22.3737,-2.3665,0.0,-47.1942,20.0072,-27.187
1858,-34.1219,-12.9571,22.8716,-2.474,0.0,-47.079,20.3976,-26.6814
1859,-37.4717,-14.0847,21.6773,-2.3994,0.0,-51.5564,19.2779,-32.2785
1860,-35.5907,-15.0894,23.0079,-2.4903,0.0,-50.6801,20.5176,-30.1625
1861,-39.2257,-12.296,21.6359,-2.5148,0.0,-51.5217,19.1211,-32.4006
1862,-33.9184,-19.0754,25.5314,-2.4083,0.0,-52.9938,23.1231,-29.8707
1863,-38.8118,-13.8488,24.7111,-2.4877,0.0,-52.6606,22.2234,-30.4372
1864,-33.9686,-18.8045,24.532,-2.5132,0.0,-52.7731,22.0188,-30.7543
1865,-34.8228,-19.8403,26.0274,-2.4666,0.0,-54.6631,23.5608,-31.1023
1866,-37.2601,-16.5783,24.7938,-2.4958,0.0,-53.8384,22.298,-31.5404
1867,-39.575,-11.0174,23.6988,-2.424,0.0,-50.5924,21.2748,-29.3176
1868,-37.4852,-12.4953,23.0689,-2.4395,0.0,-49.9805,20.6294,-29.3511
1869,-37.9435,-14.6773,23.9985,-2.3233,0.0,-52.6208,21.6752,-30.9456
1870,-37.1393,-16.2,23.0777,-2.422,0.0,-53.3393,20.6557,-32.6836
1871,-38.0654,-15.001,21.2045,-2.2965,0.0,-53.0664,18.908,-34.1584
1872,-34.494,-16.9764,23.1747,-2.5004,0.0,-51.4704,20.6743,-30.7961
1873,-37.9842,-15.5027,25.4856,-2.4123,0.0,-53.4869,23.0733,-30.4136
1874,-33.9024,-14.9238,22.9479,-2.3799,0.0,-48.8262,20.568,-28.2582
1875,-39.6161,-15.407,23.0984,-2.4373,0.0,-55.0231,20.6611,-34.362
1876,-37.4527,-13.3802,21.6427,-2.4668,0.0,-50.8329,19.1759,-31.657
1877,-33.817,-15.5171,20.5564,-2.4554,0.0,-49.3341,18.101,-31.2331
1878,-37.3656,-13.3976,24.0161,-2.5412,0.0,-50.7632,21.4749,-29.2883
1879,-36.9876,-11.3468,22.5943,-2.5617,0.0,-48.3344,20.0326,-28.3018
1880,-36.8387,-17.8865,23.0376,-2.3966,0.0,-54.7252,20.641,-34.0842
1881,-37.346,-17.3776,23.8426,-2.4008,0.0,-54.7236,21.4418,-33.2818
1882,-35.4082,-13.0219,22.056,-2.3821,0.0,-48.4301,19.6739,-28.7562
1883,-35.2005,-17.8947,22.9502,-2.3651,0.0,-53.0952,20.5851,-32.5101
1884,-34.1301,-14.147,23.5177,-2.5038,0.0,-48.2771,21.0139,-27.2632
1885,-35.9253,-17.3267,23.4022,-2.35,0.0,-53.252,21.0522,-32.1998
1886,-35.4406,-15.0199,23.2983,-2.442,0.0,-50.4605,20.8563,-29.6042
1887,-35.4814,-17.3201,23.7256,-2.3919,0.0,-52.8015,21.3337,-31.4678
1888,-38.8681,-13.9606,22.7977,-2.3736,0.0,-52.8287,20.4241,-32.4046
1889,-39.5025,-12.2242,21.1991,-2.4104,0.0,-51.7267,18.7887,-32.938
1890,-36.1101,-12.3171,21.5944,-2.5418,0.0,-48.4272,19.0526,-29.3746
1891,-31.1213,-17.7904,22.2928,-2.3643,0.0,-48.9117,19.9285,-28.9832
1892,-35.8881,-15.5445,23.605,-2.397,0.0,-51.4326,21.208,-30.2246
1893,-38.0823,-14.3503,21.1592,-2.3313,0.0,-52.4326,18.8279,-33.6047
1894,-36.3475,-14.9897,24.2851,-2.4618,0.0,-51.3372,21.8233,-29.5139
1895,-34.1816,-16.4489,22.6814,-2.3726,0.0,-50.6305,20.3088,-30.3217
1896,-34.9608,-16.7069,22.2441,-2.3261,0.0,-51.6677,19.918,-31.7497
1897,-37.0675,-15.6431,21.8804,-2.3864,0.0,-52.7106,19.494,-33.2166
1898,-36.8533,-16.2763,22.7446,-2.516,0.0,-53.1296,20.2286,-32.901
1899,-37.2134,-12.7388,22.8507,-2.4245,0.0,-49.9522,20.4262,-29.526
1900,-37.0995,-14.9094,24.9527,-2.4504,0.0,-52.0089,22.5023,-29.5066
1901,-37.0316,-12.2239,23.2682,-2.5328,0.0,-49.2555,20.7354,-28.5201
1902,-38.7375,-13.3714,23.52,-2.3897,0.0,-52.1089,21.1303,-30.9786
1903,-34.5168,-13.859,22.6987,-2.4046,0.0,-48.3758,20.2941,-28.0817
1904,-34.7632,-10.7572,23.352,-2.4329,0.0,-45.5204,20.9191,-24.6013
1905,-33.6065,-11.8925,22.162,-2.386,0.0,-45.499,19.776,-25.723
1906,-36.2683,-14.3577,23.7301,-2.4698,0.0,-50.626,21.2603,-29.3657
1907,-34.5275,-16.4228,24.0489,-2.5137,0.0,-50.9503,21.5352,-29.4151
1908,-35.0975,-14.4484,22.9787,-2.5422,0.0,-49.5459,20.4365,-29.1094
1909,-34.9117,-13.5153,22.6417,-2.5203,0.0,-48.427,20.1214,-28.3056
1910,-37.8909,-17.7603,23.3177,-2.4737,0.0,-55.6512,20.844,-34.8072
1911,-34.6497,-9.7771,20.4345,-2.3706,0.0,-44.4268,18.0639,-26.3629
1912,-37.7651,-14.6644,22.3891,-2.4401,0.0,-52.4295,19.949,-32.4805
1913,-33.5215,-16.4804,21.8961,-2.4239,0.0,-50.0019,19.4722,-30.5297
1914,-35.3297,-15.3676,24.3593,-2.4255,0.0,-50.6973,21.9338,-28.7635
1915,-33.4036,-12.1316,21.7132,-2.4541,0.0,-45.5352,19.2591,-26.2761
1916,-34.7976,-15.1024,22.3012,-2.4064,0.0,-49.9,19.8948,-30.0052
1917,-38.6059,-14.2513,22.6083,-2.3735,0.0,-52.8572,20.2348,-32.6224
1918,-37.7386,-13.0854,23.5047,-2.403,0.0,-50.824,21.1017,-29.7223
1919,-36.4485,-16.7938,24.3217,-2.2802,0.0,-53.2423,22.0415,-31.2008
1920,-35.1235,-15.2908,22.2471,-2.3833,0.0,-50.4143,19.8638,-30.5505
1921,-38.5975,-12.5889,22.2504,-2.4261,0.0,-51.1864,19.8243,-31.3621
1922,-36.7873,-11.0225,20.14,-2.3134,0.0,-47.8098,17.8266,-29.9832
1923,-38.2732,-16.3465,20.8245,-2.3545,0.0,-54.6197,18.47,-36.1497
1924,-38.7466,-13.413,20.1118,-2.3826,0.0,-52.1596,17.7292,-34.4304
1925,-35.5563,-12.8134,21.5949,-2.382,0.0,-48.3697,19.2129,-29.1568
1926,-36.3776,-11.6572,20.5985,-2.3155,0.0,-48.0348,18.283,-29.7518
1927,-36.8237,-15.4383,24.2355,-2.4001,0.0,-52.262,21.8354,-30.4266
1928,-35.7655,-16.9356,23.6365,-2.4698,0.0,-52.7011,21.1667,-31.5344
1929,-36.0882,-16.1218,20.698,-2.391,0.0,-52.21,18.307,-33.903
1930,-36.2186,-11.3186,22.0407,-2.2996,0.0,-47.5372,19.7411,-27.7961
1931,-34.106,-17.483,25.7132,-2.3549,0.0,-51.589,23.3583,-28.2307
1932,-35.8647,-10.9491,20.2088,-2.3833,0.0,-46.8138,17.8255,-28.9883
1933,-37.2221,-14.7731,20.8924,-2.3558,0.0,-51.9952,18.5366,-33.4586
1934,-36.1125,-14.459,20.884,-2.3278,0.0,-50.5715,18.5562,-32.0153
1935,-36.4304,-13.1772,22.2678,-2.3609,0.0,-49.6076,19.9069,-29.7007
1936,-37.3723,-13.0869,21.7648,-2.3158,0.0,-50.4592,19.449,-31.0102
1937,-33.8826,-19.0348,22.5243,-2.2804,0.0,-52.9174,20.2439,-32.6735
1938,-35.3774,-15.4654,19.9584,-2.1979,0.0,-50.8428,17.7605,-33.0823
1939,-36.683,-14.3314,22.0207,-2.318,0.0,-51.0144,19.7027,-31.3117
1940,-34.8796,-15.1943,23.9425,-2.3773,0.0,-50.0739,21.5652,-28.5087
1941,-37.2105,-14.5026,23.3306,-2.3225,0.0,-51.7131,21.0081,-30.705
1942,-37.2435,-14.6016,23.7243,-2.3931,0.0,-51.8451,21.3312,-30.5139
1943,-37.593,-15.2401,23.8148,-2.4224,0.0,-52.8331,21.3924,-31.4407
1944,-35.4975,-14.4794,22.8501,-2.3728,0.0,-49.9769,20.4773,-29.4996
1945,-33.5284,-14.3279,23.6858,-2.4359,0.0,-47.8563,21.2499,-26.6064
1946,-34.7358,-13.7195,21.2045,-2.4659,0.0,-48.4553,18.7386,-29.7167
1947,-34.946,-13.7373,22.5778,-2.3441,0.0,-48.6833,20.2337,-28.4496
1948,-34.588,-16.2959,25.2759,-2.4412,0.0,-50.8839,22.8347,-28.0492
1949,-39.1399,-13.3385,21.3461,-2.358,0.0,-52.4784,18.9881,-33.4903
1950,-33.5917,-14.5661,20.244,-2.3476,0.0,-48.1578,17.8964,-30.2614
1951,-37.8203,-12.5536,22.0607,-2.365,0.0,-50.3739,19.6957,-30.6782
1952,-37.4007,-10.5388,21.0807,-2.4981,0.0,-47.9395,18.5826,-29.3569
1953,-35.0221,-15.2406,22.686,-2.3728,0.0,-50.2627,20.3132,-29.9495
1954,-36.4636,-15.0346,22.0953,-2.3953,0.0,-51.4982,19.7,-31.7982
1955,-38.8654,-12.0758,22.1574,-2.4838,0.0,-50.9412,19.6736,-31.2676
1956,-36.1863,-17.4009,24.5877,-2.4068,0.0,-53.5872,22.1809,-31.4063
1957,-35.1274,-18.9319,23.643,-2.2956,0.0,-54.0593,21.3474,-32.7119
1958,-33.8627,-12.6661,23.1236,-2.4954,0.0,-46.5288,20.6282,-25.9006
1959,-35.5109,-13.4522,21.5015,-2.4034,0.0,-48.9631,19.0981,-29.865
1960,-35.0779,-13.5272,20.747,-2.4626,0.0,-48.6051,18.2844,-30.3207
1961,-37.2348,-13.4218,21.4679,-2.3824,0.0,-50.6566,19.0855,-31.5711
1962,-36.2942,-18.0925,24.1581,-2.5137,0.0,-54.3867,21.6444,-32.7423
1963,-35.8192,-10.9047,24.1033,-2.5445,0.0,-46.7239,21.5588,-25.1651
1964,-31.6564,-16.4373,24.0355,-2.4486,0.0,-48.0937,21.5869,-26.5068
1965,-37.1507,-14.4674,24.0717,-2.4398,0.0,-51.6181,21.6319,-29.9862
1966,-35.8472,-18.8764,24.9606,-2.4412,0.0,-54.7236,22.5194,-32.2042
1967,-38.0668,-13.5229,25.4094,-2.4221,0.0,-51.5897,22.9873,-28.6024
1968,-36.0452,-12.9307,22.3701,-2.4194,0.0,-48.9759,19.9507,-29.0252
1969,-38.3665,-15.0989,25.3631,-2.4491,0.0,-53.4654,22.914,-30.5514
1970,-36.885,-14.8808,24.6328,-2.4399,0.0,-51.7658,22.1929,-29.5729
1971,-32.7564,-17.5706,24.6479,-2.4143,0.0,-50.327,22.2336,-28.0934
1972,-36.1172,-11.8741,24.4127,-2.5424,0.0,-47.9913,21.8703,-26.121
1973,-36.8712,-18.4932,25.7214,-2.4225,0.0,-55.3644,23.2989,-32.0655
1974,-39.6079,-11.3046,22.4331,-2.4512,0.0,-50.9125,19.9819,-30.9306
1975,-37.3296,-16.5882,23.6433,-2.3993,0.0,-53.9178,21.244,-32.6738
1976,-35.828,-15.4443,23.566,-2.4563,0.0,-51.2723,21.1097,-30.1626
1977,-33.3545,-18.4647,25.9002,-2.4869,0.0,-51.8192,23.4133,-28.4059
1978,-32.9665,-18.5522,27.9759,-2.5121,0.0,-51.5187,25.4638,-26.0549
1979,-35.8262,-18.4466,27.0651,-2.5381,0.0,-54.2728,24.527,-29.7458
1980,-36.8405,-18.2825,26.4315,-2.5445,0.0,-55.123,23.887,-31.236
1981,-39.411,-16.0205,25.8716,-2.419,0.0,-55.4315,23.4526,-31.9789
1982,-36.7407,-16.3312,26.8639,-2.4957,0.0,-53.0719,24.3682,-28.7037
1983,-37.4857,-17.5214,25.0663,-2.4291,0.0,-55.0071,22.6372,-32.3699
1984,-34.1165,-17.5553,25.0109,-2.406,0.0,-51.6718,22.6049,-29.0669
1985,-36.4076,-15.3159,24.2644,-2.5386,0.0,-51.7235,21.7258,-29.9977
1986,-38.7719,-13.6088,22.9405,-2.5007,0.0,-52.3807,20.4398,-31.9409
1987,-30.6196,-21.1945,24.0354,-2.4898,0.0,-51.8141,21.5456,-30.2685
1988,-36.062,-17.5276,25.5409,-2.5234,0.0,-53.5896,23.0175,-30.5721
1989,-33.0489,-15.9675,21.6404,-2.3967,0.0,-49.0164,19.2437,-29.7727
1990,-38.8412,-14.2923,22.4395,-2.4735,0.0,-53.1335,19.966,-33.1675
1991,-35.305,-15.6256,21.549,-2.3606,0.0,-50.9306,19.1884,-31.7422
1992,-36.0753,-11.6006,23.2731,-2.39,0.0,-47.6759,20.8831,-26.7928
1993,-35.7347,-16.8258,24.9682,-2.3446,0.0,-52.5605,22.6236,-29.9369
1994,-37.0335,-14.6772,24.2502,-2.3618,0.0,-51.7107,21.8884,-29.8223
1995,-35.7389,-15.2222,22.1363,-2.3669,0.0,-50.9611,19.7694,-31.1917
1996,-36.0208,-17.7439,24.7866,-2.4087,0.0,-53.7647,22.3779,-31.3868
1997,-35.22,-17.3279,24.6502,-2.6199,0.0,-52.5479,22.0303,-30.5176
1998,-37.7971,-15.1184,24.0211,-2.4549,0.0,-52.9155,21.5662,-31.3493
1999,-38.4735,-13.1593,24.0941,-2.4718,0.0,-51.6328,21.6223,-30.0105
2000,-39.7563,-13.9206,23.7015,-2.5506,0.0,-53.6769,21.1509,-32.526
2001,-37.925,-12.0395,23.5976,-2.4475,0.0,-49.9645,21.1501,-28.8144
2002,-37.5573,-15.1066,25.0571,-2.389,0.0,-52.6639,22.6681,-29.9958
2003,-35.998,-14.083,23.1331,-2.4217,0.0,-50.081,20.7114,-29.3696
2004,-39.8929,-17.3594,24.7339,-2.4533,0.0,-57.2523,22.2806,-34.9717
2005,-34.8286,-13.6167,24.2618,-2.4172,0.0,-48.4453,21.8446,-26.6007
2006,-35.1704,-18.7042,26.0844,-2.51,0.0,-53.8746,23.5744,-30.3002
2007,-28.0749,-18.5947,24.285,-2.4406,0.0,-46.6696,21.8444,-24.8252
2008,-29.849,-19.7933,25.6436,-2.4458,0.0,-49.6423,23.1978,-26.4445
2009,-37.3119,-14.7381,25.67,-2.5314,0.0,-52.05,23.1386,-28.9114
2010,-36.3744,-18.4405,24.905,-2.4744,0.0,-54.8149,22.4306,-32.3843
2011,-35.1251,-14.5355,24.8074,-2.4496,0.0,-49.6606,22.3578,-27.3028
2012,-35.0895,-16.6038,27.6515,-2.5262,0.0,-51.6933,25.1253,-26.568
2013,-34.1881,-18.196,24.1751,-2.3651,0.0,-52.3841,21.81,-30.5741
2014,-34.9995,-16.223,25.4487,-2.3832,0.0,-51.2225,23.0655,-28.157
2015,-35.8931,-13.783,23.5012,-2.3963,0.0,-49.6761,21.1049,-28.5712
2016,-33.4405,-15.5234,24.8747,-2.4783,0.0,-48.9639,22.3964,-26.5675
2017,-34.7393,-14.5798,24.0056,-2.3727,0.0,-49.3191,21.6329,-27.6862
2018,-35.8651,-17.5617,26.9299,-2.5013,0.0,-53.4268,24.4286,-28.9982
2019,-32.5378,-17.8184,26.2108,-2.3892,0.0,-50.3562,23.8216,-26.5346
2020,-30.3931,-17.6413,25.4857,-2.4416,0.0,-48.0344,23.0441,-24.9903
2021,-35.2569,-12.3824,25.2949,-2.4485,0.0,-47.6393,22.8464,-24.7929
2022,-35.4112,-13.5296,23.6772,-2.3695,0.0,-48.9408,21.3077,-27.6331
2023,-36.8331,-10.0059,22.4808,-2.4437,0.0,-46.839,20.0371,-26.8019
2024,-35.4145,-16.5848,24.896,-2.4473,0.0,-51.9993,22.4487,-29.5506
2025,-31.3143,-18.4193,25.8903,-2.3533,0.0,-49.7336,23.537,-26.1966
2026,-37.9063,-11.6372,21.9324,-2.3918,0.0,-49.5435,19.5406,-30.0029
2027,-38.8412,-15.5073,26.0388,-2.4283,0.0,-54.3485,23.6105,-30.738
2028,-36.9222,-12.9651,25.5616,-2.445,0.0,-49.8873,23.1166,-26.7707
2029,-31.9445,-16.7136,24.1231,-2.3899,0.0,-48.6581,21.7332,-26.9249
2030,-32.1785,-14.8847,23.7959,-2.5019,0.0,-47.0632,21.294,-25.7692
2031,-34.8623,-15.7292,24.3631,-2.4419,0.0,-50.5915,21.9212,-28.6703
2032,-34.9832,-15.625,26.074,-2.5031,0.0,-50.6082,23.5709,-27.0373
2033,-37.5624,-17.4215,23.7208,-2.5173,0.0,-54.9839,21.2035,-33.7804
2034,-36.4292,-12.9238,23.5579,-2.4215,0.0,-49.353,21.1364,-28.2166
2035,-35.9106,-15.9079,26.5629,-2.4219,0.0,-51.8185,24.141,-27.6775
2036,-36.0698,-16.2368,22.9825,-2.3967,0.0,-52.3066,20.5858,-31.7208
2037,-30.9095,-18.2572,22.1582,-2.4129,0.0,-49.1667,19.7453,-29.4214
2038,-32.1617,-18.0574,25.22,-2.3735,0.0,-50.2191,22.8465,-27.3726
2039,-35.2171,-12.4124,22.2138,-2.404,0.0,-47.6295,19.8098,-27.8197
2040,-35.1979,-14.0278,23.3727,-2.4436,0.0,-49.2257,20.9291,-28.2966
2041,-35.9056,-11.6165,24.7696,-2.4327,0.0,-47.5221,22.3369,-25.1852
2042,-37.1679,-14.2108,24.0411,-2.4461,0.0,-51.3787,21.595,-29.7837
2043,-35.2834,-15.1454,22.6636,-2.3777,0.0,-50.4288,20.2859,-30.1429
2044,-35.7624,-14.7035,23.1497,-2.3824,0.0,-50.4659,20.7673,-29.6986
2045,-36.1768,-14.9485,23.5931,-2.3872,0.0,-51.1253,21.2059,-29.9194
2046,-34.6802,-15.417,22.3059,-2.4203,0.0,-50.0972,19.8856,-30.2116
2047,-36.202,-16.0536,24.0835,-2.4485,0.0,-52.2556,21.635,-30.6206
2048,-36.0095,-14.5863,23.8341,-2.3995,0.0,-50.5958,21.4346,-29.1612
2049,-36.5556,-11.8965,20.8969,-2.4347,0.0,-48.4521,18.4622,-29.9899
2050,-33.4676,-18.0404,25.0151,-2.3618,0.0,-51.508,22.6533,-28.8547
2051,-36.7722,-14.3619,21.7427,-2.3808,0.0,-51.1341,19.3619,-31.7722
2052,-37.625,-12.444,22.6983,-2.4012,0.0,-50.069,20.2971,-29.7719
2053,-34.9766,-15.4637,24.5715,-2.3116,0.0,-50.4403,22.2599,-28.1804
2054,-34.9856,-19.1423,25.127,-2.4222,0.0,-54.1279,22.7048,-31.4231
2055,-36.211,-13.5183,24.1461,-2.4452,0.0,-49.7293,21.7009,-28.0284
2056,-38.4043,-15.9208,23.5712,-2.4148,0.0,-54.3251,21.1564,-33.1687
2057,-31.8343,-19.5117,24.9719,-2.3304,0.0,-51.346,22.6415,-28.7045
2058,-38.2602,-14.6566,22.9047,-2.4077,0.0,-52.9168,20.497,-32.4198
2059,-34.1554,-14.243,20.9354,-2.3075,0.0,-48.3984,18.6279,-29.7705
2060,-32.0019,-18.6814,23.2291,-2.338,0.0,-50.6833,20.8911,-29.7922
2061,-37.7861,-16.3849,24.0679,-2.3251,0.0,-54.171,21.7428,-32.4282
2062,-31.2619,-17.4889,24.4299,-2.3429,0.0,-48.7508,22.087,-26.6638
2063,-31.8329,-14.635,24.1401,-2.2717,0.0,-46.4679,21.8684,-24.5995
2064,-33.6652,-15.5068,23.0057,-2.4104,0.0,-49.172,20.5953,-28.5767
2065,-36.2239,-18.1705,24.8897,-2.3201,0.0,-54.3944,22.5696,-31.8248
2066,-33.7146,-16.2531,24.424,-2.3124,0.0,-49.9677,22.1116,-27.8561
2067,-39.9469,-15.8512,24.2788,-2.372,0.0,-55.7981,21.9068,-33.8913
2068,-36.1063,-15.7624,24.1052,-2.4689,0.0,-51.8687,21.6363,-30.2324
2069,-37.597,-14.9294,25.7604,-2.3458,0.0,-52.5264,23.4146,-29.1118
2070,-38.6754,-14.5608,22.7777,-2.4207,0.0,-53.2362,20.357,-32.8792
2071,-37.7272,-14.0784,23.0504,-2.3614,0.0,-51.8056,20.689,-31.1166
2072,-34.8713,-15.0379,27.2095,-2.4,0.0,-49.9092,24.8095,-25.0997
2073,-36.6332,-14.5825,24.0419,-2.3458,0.0,-51.2157,21.6961,-29.5196
2074,-36.6204,-10.9875,22.1284,-2.3691,0.0,-47.6079,19.7593,-27.8486
2075,-36.5723,-13.9012,26.2992,-2.4997,0.0,-50.4735,23.7995,-26.674
2076,-34.4853,-15.0063,24.0474,-2.347,0.0,-49.4916,21.7004,-27.7912
2077,-34.5636,-14.3547,22.6464,-2.32,0.0,-48.9183,20.3264,-28.5919
2078,-37.5841,-16.1507,22.6505,-2.406,0.0,-53.7348,20.2445,-33.4903
2079,-36.9232,-14.1075,22.6349,-2.4222,0.0,-51.0307,20.2127,-30.818
2080,-31.921,-17.8501,25.9032,-2.3965,0.0,-49.7711,23.5067,-26.2644
2081,-37.3423,-12.6777,26.6888,-2.3625,0.0,-50.02,24.3263,-25.6937
2082,-31.6804,-16.1529,23.8808,-2.3298,0.0,-47.8333,21.551,-26.2823
2083,-37.7404,-17.0916,25.2574,-2.3809,0.0,-54.832,22.8765,-31.9555
2084,-34.2999,-17.0177,25.2398,-2.3703,0.0,-51.3176,22.8695,-28.4481
2085,-34.703,-17.5829,26.0376,-2.3833,0.0,-52.2859,23.6543,-28.6316
2086,-34.4456,-14.2351,24.4259,-2.3712,0.0,-48.6807,22.0547,-26.626
2087,-31.442,-18.514,26.4904,-2.418,0.0,-49.956,24.0724,-25.8836
2088,-35.5223,-15.3842,26.5657,-2.3833,0.0,-50.9065,24.1824,-26.7241
2089,-40.3127,-13.1983,23.5986,-2.4074,0.0,-53.511,21.1912,-32.3198
2090,-35.9068,-19.3935,25.1508,-2.4739,0.0,-55.3003,22.6769,-32.6234
2091,-34.2677,-17.0723,24.8675,-2.4296,0.0,-51.34,22.4379,-28.9021
2092,-36.8447,-15.6343,24.6892,-2.4661,0.0,-52.479,22.2231,-30.2559
2093,-32.9427,-15.4736,24.77,-2.3955,0.0,-48.4163,22.3745,-26.0418
2094,-37.1934,-15.274,25.208,-2.4376,0.0,-52.4674,22.7704,-29.697
2095,-32.8221,-17.3231,26.9339,-2.5367,0.0,-50.1452,24.3972,-25.748
2096,-36.5763,-16.0352,24.0347,-2.3926,0.0,-52.6115,21.6421,-30.9694
2097,-35.5553,-18.9898,26.1338,-2.5346,0.0,-54.5451,23.5992,-30.9459
2098,-36.7872,-16.4737,23.6668,-2.4529,0.0,-53.2609,21.2139,-32.047
2099,-40.1276,-14.4255,25.5567,-2.4537,0.0,-54.5531,23.103,-31.4501
2100,-35.5443,-15.0817,25.4749,-2.4873,0.0,-50.626,22.9876,-27.6384
2101,-36.8226,-18.2057,25.8396,-2.5139,0.0,-55.0283,23.3257,-31.7026
2102,-35.3564,-15.1101,23.5635,-2.4218,0.0,-50.4665,21.1417,-29.3248
2103,-35.4783,-14.3444,25.492,-2.4651,0.0,-49.8227,23.0269,-26.7958
2104,-37.3167,-11.9331,24.741,-2.5113,0.0,-49.2498,22.2297,-27.0201
2105,-33.8628,-15.8733,22.905,-2.3342,0.0,-49.7361,20.5708,-29.1653
2106,-33.373,-14.8505,23.9902,-2.398,0.0,-48.2235,21.5922,-26.6313
2107,-31.3595,-14.7669,24.0156,-2.5307,0.0,-46.1264,21.4849,-24.6415
2108,-36.3545,-14.4909,25.8394,-2.3783,0.0,-50.8454,23.4611,-27.3843
2109,-33.714,-14.4919,24.7912,-2.4595,0.0,-48.2059,22.3317,-25.8742
2110,-34.0838,-14.9638,22.5536,-2.469,0.0,-49.0476,20.0846,-28.963
2111,-36.5887,-11.3844,24.4043,-2.441,0.0,-47.9731,21.9633,-26.0098
2112,-31.7844,-19.1917,27.7621,-2.4001,0.0,-50.9761,25.362,-25.6141
2113,-31.2296,-20.0516,25.9701,-2.3943,0.0,-51.2812,23.5758,-27.7054
